Transaction ID,Date,Customer ID,Gender,Age, State ,Product Category,Quantity,Price per Unit,Total Amount,Month Start,Age Group
854,20-12-2023,CUST854,Male,29, Haryana ,Clothing,1,50,50,Dec 2023,Under 30
855,01-09-2023,CUST855,Male,54, Himachal Pradesh ,Beauty,1,25,25,Sep 2023,45-59
856,27-11-2023,CUST856,Male,54, Maharashtra ,Electronics,4,30,120,Nov 2023,45-59
857,31-12-2023,CUST857,Male,60, Meghalaya ,Electronics,2,25,50,Dec 2023,60+
858,09-09-2023,CUST858,Male,23, Andhra Pradesh ,Electronics,2,50,100,Sep 2023,Under 30
859,18-08-2023,CUST859,Female,56, Madhya Pradesh ,Electronics,3,500,1500,Aug 2023,45-59
860,09-01-2023,CUST860,Male,63, Karnataka ,Clothing,4,50,200,Jan 2023,60+
861,17-02-2023,CUST861,Female,41, Sikkim ,Clothing,3,30,90,Feb 2023,30-44
862,31-05-2023,CUST862,Male,28, Sikkim ,Electronics,4,300,1200,May 2023,Under 30
863,24-04-2023,CUST863,Female,30, Uttar Pradesh ,Electronics,2,25,50,Apr 2023,30-44
864,27-07-2023,CUST864,Female,51, Madhya Pradesh ,Electronics,1,500,500,Jul 2023,45-59
865,21-12-2023,CUST865,Female,42, Telangana ,Clothing,1,300,300,Dec 2023,30-44
866,05-05-2023,CUST866,Male,24, Goa ,Electronics,1,50,50,May 2023,Under 30
867,06-06-2023,CUST867,Male,21, Uttarakhand ,Electronics,1,500,500,Jun 2023,Under 30
868,06-12-2023,CUST868,Female,25, Manipur ,Electronics,1,300,300,Dec 2023,Under 30
869,25-10-2023,CUST869,Male,37, Chhattisgarh ,Beauty,3,500,1500,Oct 2023,30-44
870,08-07-2023,CUST870,Female,46, Punjab ,Electronics,4,30,120,Jul 2023,45-59
871,31-08-2023,CUST871,Male,62, Nagaland ,Beauty,2,30,60,Aug 2023,60+
872,11-10-2023,CUST872,Female,63, Andhra Pradesh ,Beauty,3,25,75,Oct 2023,60+
873,29-09-2023,CUST873,Female,27, Madhya Pradesh ,Electronics,4,25,100,Sep 2023,Under 30
874,26-06-2023,CUST874,Male,60, Odisha ,Beauty,1,30,30,Jun 2023,60+
875,06-08-2023,CUST875,Female,51, Odisha ,Electronics,4,500,2000,Aug 2023,45-59
876,09-10-2023,CUST876,Male,43, Sikkim ,Clothing,4,30,120,Oct 2023,30-44
877,19-06-2023,CUST877,Female,58, Andhra Pradesh ,Clothing,1,25,25,Jun 2023,45-59
878,30-06-2023,CUST878,Female,20, Assam ,Clothing,1,30,30,Jun 2023,Under 30
879,26-12-2023,CUST879,Male,23, Rajasthan ,Clothing,1,30,30,Dec 2023,Under 30
880,21-08-2023,CUST880,Male,22, Maharashtra ,Beauty,2,500,1000,Aug 2023,Under 30
881,19-05-2023,CUST881,Male,22, Chhattisgarh ,Electronics,1,300,300,May 2023,Under 30
882,06-06-2023,CUST882,Female,64, West Bengal ,Electronics,2,25,50,Jun 2023,60+
883,09-05-2023,CUST883,Male,40, Manipur ,Electronics,1,500,500,May 2023,30-44
884,29-04-2023,CUST884,Female,26, Goa ,Clothing,2,30,60,Apr 2023,Under 30
885,03-03-2023,CUST885,Female,52, Arunachal Pradesh ,Clothing,4,30,120,Mar 2023,45-59
886,09-04-2023,CUST886,Male,37, Himachal Pradesh ,Electronics,3,300,900,Apr 2023,30-44
887,11-06-2023,CUST887,Male,59, Madhya Pradesh ,Clothing,4,25,100,Jun 2023,45-59
888,03-03-2023,CUST888,Female,52, Karnataka ,Electronics,4,25,100,Mar 2023,45-59
889,02-10-2023,CUST889,Female,35, Gujarat ,Electronics,1,50,50,Oct 2023,30-44
890,20-12-2023,CUST890,Male,34, Manipur ,Electronics,2,25,50,Dec 2023,30-44
891,05-04-2023,CUST891,Male,41, Karnataka ,Electronics,3,300,900,Apr 2023,30-44
892,09-04-2023,CUST892,Male,20, Karnataka ,Electronics,1,50,50,Apr 2023,Under 30
893,21-04-2023,CUST893,Male,49, Tripura ,Electronics,1,50,50,Apr 2023,45-59
894,05-09-2023,CUST894,Male,52, Madhya Pradesh ,Electronics,1,30,30,Sep 2023,45-59
895,22-05-2023,CUST895,Female,55, Himachal Pradesh ,Clothing,4,30,120,May 2023,45-59
896,29-10-2023,CUST896,Female,30, Tripura ,Electronics,2,25,50,Oct 2023,30-44
897,26-09-2023,CUST897,Female,64, Uttarakhand ,Electronics,2,50,100,Sep 2023,60+
898,02-11-2023,CUST898,Female,42, Maharashtra ,Clothing,3,30,90,Nov 2023,30-44
899,25-05-2023,CUST899,Male,26, Himachal Pradesh ,Clothing,2,300,600,May 2023,Under 30
900,21-02-2023,CUST900,Male,21, Uttarakhand ,Clothing,2,30,60,Feb 2023,Under 30
901,10-04-2023,CUST901,Male,31, Assam ,Electronics,1,30,30,Apr 2023,30-44
902,01-06-2023,CUST902,Female,54, Meghalaya ,Beauty,1,50,50,Jun 2023,45-59
903,27-04-2023,CUST903,Female,51, Andhra Pradesh ,Beauty,4,50,200,Apr 2023,45-59
904,04-07-2023,CUST904,Male,28, Telangana ,Clothing,1,500,500,Jul 2023,Under 30
905,02-04-2023,CUST905,Male,58, Nagaland ,Beauty,1,300,300,Apr 2023,45-59
906,04-06-2023,CUST906,Female,20, Arunachal Pradesh ,Clothing,1,50,50,Jun 2023,Under 30
907,08-01-2023,CUST907,Female,45, Kerala ,Electronics,1,25,25,Jan 2023,45-59
908,29-12-2023,CUST908,Male,46, Haryana ,Beauty,4,300,1200,Dec 2023,45-59
909,01-10-2023,CUST909,Male,26, Rajasthan ,Electronics,1,300,300,Oct 2023,Under 30
910,06-03-2023,CUST910,Female,20, Assam ,Beauty,3,50,150,Mar 2023,Under 30
911,21-05-2023,CUST911,Male,42, Tripura ,Electronics,3,300,900,May 2023,30-44
912,24-01-2023,CUST912,Male,51, Rajasthan ,Beauty,3,50,150,Jan 2023,45-59
913,28-01-2023,CUST913,Male,29, Arunachal Pradesh ,Electronics,3,30,90,Jan 2023,Under 30
914,11-10-2023,CUST914,Female,59, Tripura ,Electronics,1,500,500,Oct 2023,45-59
915,30-05-2023,CUST915,Female,26, Andhra Pradesh ,Beauty,3,30,90,May 2023,Under 30
916,24-12-2023,CUST916,Female,32, Haryana ,Electronics,1,50,50,Dec 2023,30-44
917,06-03-2023,CUST917,Female,57, Gujarat ,Electronics,4,50,200,Mar 2023,45-59
918,23-11-2023,CUST918,Female,42, Uttarakhand ,Electronics,3,30,90,Nov 2023,30-44
919,09-09-2023,CUST919,Female,22, Andhra Pradesh ,Beauty,2,25,50,Sep 2023,Under 30
920,22-02-2023,CUST920,Female,28, Punjab ,Beauty,3,25,75,Feb 2023,Under 30
921,07-01-2023,CUST921,Male,51, Chhattisgarh ,Electronics,3,25,75,Jan 2023,45-59
922,21-10-2023,CUST922,Male,41, Haryana ,Electronics,1,50,50,Oct 2023,30-44
923,26-05-2023,CUST923,Male,32, Chhattisgarh ,Beauty,3,300,900,May 2023,30-44
924,29-08-2023,CUST924,Male,55, Meghalaya ,Beauty,2,50,100,Aug 2023,45-59
925,03-09-2023,CUST925,Male,25, Sikkim ,Electronics,1,300,300,Sep 2023,Under 30
926,14-08-2023,CUST926,Male,22, Bihar ,Electronics,1,30,30,Aug 2023,Under 30
927,24-06-2023,CUST927,Male,43, Odisha ,Electronics,4,500,2000,Jun 2023,30-44
928,05-04-2023,CUST928,Female,35, Gujarat ,Clothing,4,300,1200,Apr 2023,30-44
929,27-01-2023,CUST929,Female,23, Manipur ,Beauty,3,25,75,Jan 2023,Under 30
930,10-05-2023,CUST930,Male,54, Tamil Nadu ,Clothing,4,50,200,May 2023,45-59
931,02-09-2023,CUST931,Male,30, Himachal Pradesh ,Beauty,4,30,120,Sep 2023,30-44
932,28-02-2023,CUST932,Female,45, Tripura ,Beauty,4,25,100,Feb 2023,45-59
933,03-02-2023,CUST933,Male,22, Kerala ,Beauty,1,30,30,Feb 2023,Under 30
934,25-07-2023,CUST934,Male,30, Goa ,Beauty,1,500,500,Jul 2023,30-44
935,09-09-2023,CUST935,Female,34, Punjab ,Beauty,1,50,50,Sep 2023,30-44
936,07-02-2023,CUST936,Male,57, Punjab ,Beauty,4,50,200,Feb 2023,45-59
937,23-10-2023,CUST937,Female,62, Telangana ,Beauty,1,500,500,Oct 2023,60+
938,19-11-2023,CUST938,Male,49, Tamil Nadu ,Clothing,4,50,200,Nov 2023,45-59
939,18-12-2023,CUST939,Female,46, Bihar ,Electronics,1,300,300,Dec 2023,45-59
940,28-01-2023,CUST940,Female,20, Tripura ,Electronics,1,30,30,Jan 2023,Under 30
941,19-03-2023,CUST941,Female,57, Uttarakhand ,Clothing,2,25,50,Mar 2023,45-59
942,18-03-2023,CUST942,Male,51, Goa ,Clothing,3,500,1500,Mar 2023,45-59
943,16-10-2023,CUST943,Female,57, Jharkhand ,Clothing,4,300,1200,Oct 2023,45-59
944,05-06-2023,CUST944,Male,44, Bihar ,Clothing,2,25,50,Jun 2023,30-44
945,13-02-2023,CUST945,Male,30, Odisha ,Beauty,1,25,25,Feb 2023,30-44
946,08-05-2023,CUST946,Male,62, Andhra Pradesh ,Electronics,4,500,2000,May 2023,60+
947,02-03-2023,CUST947,Male,50, Jharkhand ,Beauty,1,300,300,Mar 2023,45-59
948,13-10-2023,CUST948,Female,23, Odisha ,Electronics,3,25,75,Oct 2023,Under 30
949,02-08-2023,CUST949,Female,41, Sikkim ,Electronics,2,25,50,Aug 2023,30-44
950,07-11-2023,CUST950,Male,36, Madhya Pradesh ,Clothing,3,300,900,Nov 2023,30-44
951,02-11-2023,CUST951,Male,33, Madhya Pradesh ,Beauty,2,50,100,Nov 2023,30-44
952,13-11-2023,CUST952,Female,57, Tamil Nadu ,Clothing,1,25,25,Nov 2023,45-59
953,26-04-2023,CUST953,Male,45, Gujarat ,Beauty,3,30,90,Apr 2023,45-59
954,25-09-2023,CUST954,Female,50, Assam ,Electronics,3,300,900,Sep 2023,45-59
955,14-07-2023,CUST955,Male,58, Odisha ,Clothing,1,25,25,Jul 2023,45-59
956,19-08-2023,CUST956,Male,30, Tamil Nadu ,Clothing,3,500,1500,Aug 2023,30-44
957,15-08-2023,CUST957,Female,60, Uttarakhand ,Electronics,4,30,120,Aug 2023,60+
958,02-06-2023,CUST958,Male,62, Rajasthan ,Electronics,2,25,50,Jun 2023,60+
959,29-10-2023,CUST959,Female,42, Haryana ,Electronics,2,30,60,Oct 2023,30-44
960,08-08-2023,CUST960,Male,59, Bihar ,Clothing,2,30,60,Aug 2023,45-59
961,06-06-2023,CUST961,Male,53, Tamil Nadu ,Beauty,4,50,200,Jun 2023,45-59
962,19-10-2023,CUST962,Male,44, Tripura ,Clothing,2,30,60,Oct 2023,30-44
963,14-11-2023,CUST963,Female,55, Jharkhand ,Beauty,1,50,50,Nov 2023,45-59
964,31-01-2023,CUST964,Male,24, West Bengal ,Clothing,3,300,900,Jan 2023,Under 30
965,09-11-2023,CUST965,Male,22, Sikkim ,Clothing,4,50,200,Nov 2023,Under 30
966,20-02-2023,CUST966,Male,60, Punjab ,Electronics,2,500,1000,Feb 2023,60+
967,17-04-2023,CUST967,Male,62, Uttar Pradesh ,Beauty,1,25,25,Apr 2023,60+
968,17-11-2023,CUST968,Female,48, Bihar ,Clothing,3,300,900,Nov 2023,45-59
969,19-04-2023,CUST969,Female,40, Uttar Pradesh ,Clothing,3,300,900,Apr 2023,30-44
970,16-05-2023,CUST970,Male,59, Odisha ,Electronics,4,500,2000,May 2023,45-59
971,05-12-2023,CUST971,Female,27, Uttar Pradesh ,Electronics,4,50,200,Dec 2023,Under 30
972,11-02-2023,CUST972,Male,49, Arunachal Pradesh ,Beauty,4,25,100,Feb 2023,45-59
973,22-03-2023,CUST973,Male,60, Kerala ,Clothing,1,50,50,Mar 2023,60+
974,03-05-2023,CUST974,Male,47, Nagaland ,Beauty,1,30,30,May 2023,45-59
975,30-03-2023,CUST975,Female,56, Maharashtra ,Clothing,4,50,200,Mar 2023,45-59
976,10-10-2023,CUST976,Female,48, Sikkim ,Beauty,2,300,600,Oct 2023,45-59
977,08-02-2023,CUST977,Female,35, Kerala ,Electronics,3,25,75,Feb 2023,30-44
978,22-03-2023,CUST978,Female,53, Assam ,Clothing,3,50,150,Mar 2023,45-59
979,02-01-2023,CUST979,Female,19, Mizoram ,Beauty,1,25,25,Jan 2023,Under 30
980,29-07-2023,CUST980,Female,31, Rajasthan ,Electronics,3,25,75,Jul 2023,30-44
981,19-08-2023,CUST981,Female,30, Karnataka ,Electronics,2,30,60,Aug 2023,30-44
982,19-12-2023,CUST982,Female,46, Andhra Pradesh ,Beauty,3,30,90,Dec 2023,45-59
983,01-11-2023,CUST983,Female,29, West Bengal ,Clothing,1,300,300,Nov 2023,Under 30
984,29-08-2023,CUST984,Male,56, Maharashtra ,Clothing,1,500,500,Aug 2023,45-59
985,30-05-2023,CUST985,Female,19, Uttarakhand ,Electronics,2,25,50,May 2023,Under 30
986,17-01-2023,CUST986,Female,49, Meghalaya ,Clothing,2,500,1000,Jan 2023,45-59
987,29-04-2023,CUST987,Female,30, Bihar ,Clothing,3,300,900,Apr 2023,30-44
988,28-05-2023,CUST988,Female,63, Maharashtra ,Clothing,3,25,75,May 2023,60+
989,28-12-2023,CUST989,Female,44, Kerala ,Electronics,1,25,25,Dec 2023,30-44
990,25-05-2023,CUST990,Female,58, Rajasthan ,Beauty,2,500,1000,May 2023,45-59
991,26-12-2023,CUST991,Female,34, Uttarakhand ,Clothing,2,50,100,Dec 2023,30-44
992,21-08-2023,CUST992,Female,57, Manipur ,Electronics,2,30,60,Aug 2023,45-59
993,06-02-2023,CUST993,Female,48, Tamil Nadu ,Electronics,3,50,150,Feb 2023,45-59
994,18-12-2023,CUST994,Female,51, Chhattisgarh ,Beauty,2,500,1000,Dec 2023,45-59
995,30-04-2023,CUST995,Female,41, Maharashtra ,Clothing,1,30,30,Apr 2023,30-44
996,16-05-2023,CUST996,Male,62, Goa ,Clothing,1,50,50,May 2023,60+
997,17-11-2023,CUST997,Male,52, Telangana ,Beauty,3,30,90,Nov 2023,45-59
998,29-10-2023,CUST998,Female,23, Mizoram ,Beauty,4,25,100,Oct 2023,Under 30
999,05-12-2023,CUST999,Female,36, Rajasthan ,Electronics,3,50,150,Dec 2023,30-44
1000,12-04-2023,CUST1000,Male,47, Himachal Pradesh ,Electronics,4,30,120,Apr 2023,45-59
